S.n,Day,Source,Item,Quantity,Total Weight
2018,3/30/2023,Anonymous donor,Feminine Products (Pads),19,0
2019,3/31/2023,Anonymous donor,Binders,12,0
2020,3/31/2023,Anonymous donor,Clipboard,1,0
2021,3/31/2023,Anonymous donor,Hand sanitizer,2,0
2022,3/31/2023,Anonymous donor,"Laundry Detergent, Softener, Scent Booster",4,0
2023,3/31/2023,Anonymous donor,Mac and Cheese,16,0
2024,3/31/2023,Anonymous donor,Miscellaneous Hair Care,1,0
2025,3/31/2023,Anonymous donor,,8,0
2026,3/31/2023,Anonymous donor,Notebooks,1,0
2027,3/31/2023,Anonymous donor,Oatmeal,20,0
2028,3/31/2023,Anonymous donor,Page-protector,67,0
2029,3/31/2023,Anonymous donor,Paper,1,0
2030,3/31/2023,Anonymous donor,Pencils,6,0
2031,4/3/2023,Anonymous donor,Alfredo,11,0
2032,4/3/2023,Anonymous donor,Bar Soap,73,0
2033,4/3/2023,Anonymous donor,Bodywash,32,0
2034,4/3/2023,Anonymous donor,Brush/comb,7,0
2035,4/3/2023,Anonymous donor,Cereal,24,0
2036,4/3/2023,Anonymous donor,Chips/Crackers,87,0
2037,4/3/2023,Anonymous donor,Chunk Chicken Breast,11,0
2038,4/3/2023,Anonymous donor,Conditioner,19,0
2039,4/3/2023,Anonymous donor,Cotton Product,2,0
2040,4/3/2023,Anonymous donor,Deodorant,57,0
2041,4/3/2023,Anonymous donor,Facial Product,2,0
2042,4/3/2023,Anonymous donor,Fruit cup,12,0
2043,4/3/2023,Anonymous donor,Granola / Snack Bars,21,0
2044,4/3/2023,Anonymous donor,Grits (ind),21,0
2045,4/3/2023,Anonymous donor,Lotion,7,0
2046,4/3/2023,Anonymous donor,Mac and Cheese,28,0
2047,4/3/2023,Anonymous donor,Oatmeal,20,0
2048,4/3/2023,Anonymous donor,Perfume,1,0
2049,4/3/2023,Anonymous donor,Pho,1,0
2050,4/3/2023,Anonymous donor,Ramen,36,0
2051,4/3/2023,Anonymous donor,Rice,13,0
2052,4/3/2023,Anonymous donor,Shampoo,28,0
2053,4/3/2023,Anonymous donor,Shaving Razor,21,0
2054,4/3/2023,Anonymous donor,Spaghetti Noodles,5,0
2055,4/3/2023,Anonymous donor,Toothbrushes,172,0
2056,4/3/2023,Anonymous donor,Towel,2,0
2057,4/3/2023,Anonymous donor,Trail Mix,8,0
2058,4/7/2023,Anonymous donor,Bar Soap,2,0
2059,4/7/2023,Anonymous donor,Dental Floss,2,0
2060,4/7/2023,Anonymous donor,Feminine Products (Pads),46,0
2061,4/7/2023,Anonymous donor,Feminine Products (Tampons),58,0
2062,4/7/2023,Anonymous donor,Mouthwash,2,0
2063,4/7/2023,Anonymous donor,,15,0
2064,4/7/2023,Anonymous donor,Toothbrushes,81,0
2065,4/7/2023,Anonymous donor,Toothpaste,54,0
2066,4/21/2023,Anonymous donor,Alfredo,3,0
2067,4/21/2023,Anonymous donor,Boxed Pasta,2,0
2068,4/21/2023,Anonymous donor,Cereal,1,0
2069,4/21/2023,Anonymous donor,Chips/Crackers,32,0
2070,4/21/2023,Anonymous donor,Cookies,2,0
2071,4/21/2023,Anonymous donor,Granola / Snack Bars,8,0
2072,4/21/2023,Anonymous donor,Grits (can/package),5,0
2073,4/21/2023,Anonymous donor,Mac and Cheese,17,0
2074,4/21/2023,Anonymous donor,Nuts,1,0
2075,4/21/2023,Anonymous donor,Pineapple,2,0
2076,4/21/2023,Anonymous donor,Ramen,41,0
2077,4/21/2023,Anonymous donor,Rice,2,0
2078,4/21/2023,Anonymous donor,Scalloped Potatoes,1,0
2079,4/21/2023,Anonymous donor,Stuffing Mix,2,0
2080,4/24/2023,Anonymous donor,Alfredo,1,0
2081,4/24/2023,Anonymous donor,Hamburger Helper/Boxed Dinners,2,0
2082,4/24/2023,Anonymous donor,Hot Chocolate Mix,1,0
2083,4/24/2023,Anonymous donor,Lasagna,4,0
2084,4/24/2023,Anonymous donor,Mac and Cheese,17,0
2085,4/24/2023,Anonymous donor,Mashed Potatoes (boxed),1,0
2086,4/24/2023,Anonymous donor,Ramen,34,0
2087,4/24/2023,Anonymous donor,Rice,5,0
2088,4/24/2023,Anonymous donor,Scalloped Potatoes,1,0
2089,4/24/2023,Anonymous donor,Spaghetti Noodles,3,0
2090,4/24/2023,Anonymous donor,Tuna,1,0
2091,4/27/2023,Anonymous donor,Bodywash,3,0
2092,4/27/2023,Anonymous donor,Chips/Crackers,4,0
2093,4/27/2023,Anonymous donor,Fruit / Cereal / Breakfast Bar,2,0
2094,4/27/2023,Anonymous donor,Hand Soap,2,0
2095,4/27/2023,Anonymous donor,Mac and Cheese,1,0
2096,4/27/2023,Anonymous donor,Ramen,24,0
2097,4/27/2023,Anonymous donor,Rice,2,0
2098,4/28/2023,Anonymous donor,Chips/Crackers,43,0
2099,4/28/2023,Anonymous donor,Granola / Snack Bars,6,0
2100,4/28/2023,Anonymous donor,Mac and Cheese,4,0
2101,4/28/2023,Anonymous donor,Treat / Candy (individual),10,0
2102,4/28/2023,Anonymous donor,Water,3,0
2103,5/1/2023,Anonymous donor,Beefaroni,3,0
2104,5/1/2023,Anonymous donor,Boxed Pasta,4,0
2105,5/1/2023,Anonymous donor,Cereal,4,0
2106,5/1/2023,Anonymous donor,Chips/Crackers,3,0
2107,5/1/2023,Anonymous donor,Chunk Chicken Breast,2,0
2108,5/1/2023,Anonymous donor,Jelly,3,0
2109,5/1/2023,Anonymous donor,"Laundry Detergent, Softener, Scent Booster",2,0
2110,5/1/2023,Anonymous donor,Mashed Potatoes (boxed),2,0
2111,5/1/2023,Anonymous donor,Peanut Butter,3,0
2112,5/1/2023,Anonymous donor,Rice,2,0
2113,5/1/2023,Anonymous donor,Spaghetti Rings Pasta,3,0
2114,5/16/2023,Troy University Nursing School,Antibacterial wipes (skin),3,0
2115,5/16/2023,Troy University Nursing School,Bar Soap,120,0
2116,5/16/2023,Troy University Nursing School,Bodywash,43,0
2117,5/16/2023,Troy University Nursing School,Conditioner,34,0
2118,5/16/2023,Troy University Nursing School,Deodorant,54,0
2119,5/16/2023,Troy University Nursing School,Dish Soap,2,0
2120,5/16/2023,Troy University Nursing School,Feminine Products (Pads),29,0
2121,5/16/2023,Troy University Nursing School,Feminine Products (Tampons),13,0
2122,5/16/2023,Troy University Nursing School,Hand Soap,9,0
2123,5/16/2023,Troy University Nursing School,"Laundry Detergent, Softener, Scent Booster",30,0
2124,5/16/2023,Troy University Nursing School,Lotion,14,0
2125,5/16/2023,Troy University Nursing School,Paper towels,11,0
2126,5/16/2023,Troy University Nursing School,Shampoo,22,0
2127,5/16/2023,Troy University Nursing School,Shaving Cream / Gel,4,0
2128,5/16/2023,Troy University Nursing School,Toilet Paper,139,0
2129,5/16/2023,Troy University Nursing School,Toothbrushes,17,0
2130,5/16/2023,Troy University Nursing School,Toothpaste,12,0
2131,5/16/2023,Troy University Nursing School,Washcloth,1,0
2132,6/9/2023,Can Castle Contest,Baked Beans,9,0
2133,6/9/2023,Can Castle Contest,Bean with Bacon Soup,4,0
2134,6/9/2023,Can Castle Contest,Beefaroni,1,0
2135,6/9/2023,Can Castle Contest,Beets,1,0
2136,6/9/2023,Can Castle Contest,Black Beans,15,0
2137,6/9/2023,Can Castle Contest,Black-Eyed Peas,4,0
2138,6/9/2023,Can Castle Contest,Boiled Peanuts,2,0
2139,6/9/2023,Can Castle Contest,Cabbage,1,0
2140,6/9/2023,Can Castle Contest,Canned Potatoes,10,0
2141,6/9/2023,Can Castle Contest,Carrots,8,0
2142,6/9/2023,Can Castle Contest,Cereal,8,0
2143,6/9/2023,Can Castle Contest,Chicken and Dumplings,1,0
2144,6/9/2023,Can Castle Contest,Chicken and rice soup,20,0
2145,6/9/2023,Can Castle Contest,Chicken and Sausage,1,0
2146,6/9/2023,Can Castle Contest,Chicken broth,8,0
2147,6/9/2023,Can Castle Contest,Chicken Noodle Soup,64,0
2148,6/9/2023,Can Castle Contest,Chili Beans,10,0
2149,6/9/2023,Can Castle Contest,Chili with Beans,1,0
2150,6/9/2023,Can Castle Contest,Chips/Crackers,7,0
2151,6/9/2023,Can Castle Contest,Chunk Chicken Breast,5,0
2152,6/9/2023,Can Castle Contest,Cookies,10,0
2153,6/9/2023,Can Castle Contest,Corn,6,0
2154,6/9/2023,Can Castle Contest,Cream of Celery,4,0
2155,6/9/2023,Can Castle Contest,Cream of Chicken,10,0
2156,6/9/2023,Can Castle Contest,Cream of Mushroom,9,0
2157,6/9/2023,Can Castle Contest,Dark Red Kidney Beans,33,0
2158,6/9/2023,Can Castle Contest,Diced Tomatoes,18,0
2159,6/9/2023,Can Castle Contest,Dip,1,0
2160,6/9/2023,Can Castle Contest,Fruit / Cereal / Breakfast Bar,32,0
2161,6/9/2023,Can Castle Contest,Fruit Cocktail,1,0
2162,6/9/2023,Can Castle Contest,Garbanzo Beans,3,0
2163,6/9/2023,Can Castle Contest,Granola / Snack Bars,18,0
2164,6/9/2023,Can Castle Contest,Green Beans,50,0
2165,6/9/2023,Can Castle Contest,Grits (ind),61,0
2166,6/9/2023,Can Castle Contest,Hamburger Helper/Boxed Dinners,2,0
2167,6/9/2023,Can Castle Contest,Jelly,8,0
2168,6/9/2023,Can Castle Contest,Leafy Greens,5,0
2169,6/9/2023,Can Castle Contest,Light Red Kidney Beans,50,0
2170,6/9/2023,Can Castle Contest,Mac and Cheese,30,0
2171,6/9/2023,Can Castle Contest,Mangos,1,0
2172,6/9/2023,Can Castle Contest,Milk,1,0
2173,6/9/2023,Can Castle Contest,Misc.,1,0
2174,6/9/2023,Can Castle Contest,Northern Beans,24,0
2175,6/9/2023,Can Castle Contest,Oatmeal,53,0
2176,6/9/2023,Can Castle Contest,Oranges,9,0
2177,6/9/2023,Can Castle Contest,Peanut Butter,18,0
2178,6/9/2023,Can Castle Contest,Peanut Butter Crackers,14,0
2179,6/9/2023,Can Castle Contest,Peas,5,0
2180,6/9/2023,Can Castle Contest,Pickles,1,0
2181,6/9/2023,Can Castle Contest,Pinto Beans,58,0
2182,6/9/2023,Can Castle Contest,Popcorn,29,0
2183,6/9/2023,Can Castle Contest,Pork and Beans,16,0
2184,6/9/2023,Can Castle Contest,Potato Soup,10,0
2185,6/9/2023,Can Castle Contest,Pumpkin,1,0
2186,6/9/2023,Can Castle Contest,Ramen,85,0
2187,6/9/2023,Can Castle Contest,Ravioli,6,0
2188,6/9/2023,Can Castle Contest,Red Beans,57,0
2189,6/9/2023,Can Castle Contest,Rice,16,0
2190,6/9/2023,Can Castle Contest,Rice Roni,2,0
2191,6/9/2023,Can Castle Contest,Seasonings,13,0
2192,6/9/2023,Can Castle Contest,Sloppy Joe Sauce,5,0
2193,6/9/2023,Can Castle Contest,Spaghetti Noodles,2,0
2194,6/9/2023,Can Castle Contest,Spaghetti Sauce,30,0
2195,6/9/2023,Can Castle Contest,Spinach,2,0
2196,6/9/2023,Can Castle Contest,Tomato Soup,15,0
2197,6/9/2023,Can Castle Contest,Treat / Candy (individual),5,0
2198,6/9/2023,Can Castle Contest,Tuna,38,0
2199,6/9/2023,Can Castle Contest,Vegetable and Beef Soup,18,0
2200,6/9/2023,Can Castle Contest,Vienna Sausages,42,0
2201,6/9/2023,Can Castle Contest,White Beans,43,0
2202,6/28/2023,Anonymous donor,Asparagus,1,0
2203,6/28/2023,Anonymous donor,Beefaroni,1,0
2204,6/28/2023,Anonymous donor,Boxed Pasta,3,0
2205,6/28/2023,Anonymous donor,Green Beans,2,0
2206,6/28/2023,Anonymous donor,Misc.,2,0
2207,6/28/2023,Anonymous donor,Onion,2,0
2208,6/28/2023,Anonymous donor,Ravioli,1,0
2209,6/28/2023,Anonymous donor,Rice,4,0
2210,6/28/2023,Anonymous donor,Tomato Soup,3,0
2211,6/28/2023,Anonymous donor,Vegetable and Beef Soup,3,0
2212,7/5/2023,First Year Studies Troy University,Binders,15,0
2213,7/5/2023,First Year Studies Troy University,CDS,14,0
2214,7/5/2023,First Year Studies Troy University,Erasers,12,0
2215,7/5/2023,First Year Studies Troy University,Expanding File,1,0
2216,7/5/2023,First Year Studies Troy University,Folders,7,0
2217,7/5/2023,First Year Studies Troy University,Highlighters,64,0
2218,7/5/2023,First Year Studies Troy University,Index Cards,2,0
2219,7/5/2023,First Year Studies Troy University,Mouse,1,0
2220,7/5/2023,First Year Studies Troy University,Notebooks,35,0
2221,7/5/2023,First Year Studies Troy University,Pencils,304,0
2222,7/5/2023,First Year Studies Troy University,Pens,246,0
2223,7/5/2023,First Year Studies Troy University,Permanent marker,9,0
2224,7/5/2023,First Year Studies Troy University,Sticky notes,35,0
2225,7/5/2023,First Year Studies Troy University,Testing Material/Blue Book/Scantron,55,0
2226,8/6/2023,sorority,Granola / Snack Bars,428,0
2227,8/6/2023,sorority,Mac and Cheese,172,0
2228,8/6/2023,sorority,Oatmeal,1096,0
2229,8/6/2023,sorority,Peanut Butter Crackers,538,0
2230,8/6/2023,sorority,Ravioli,71,0
2231,8/24/2023,HAFB,Large Bag of Chips,10,0
2232,8/24/2023,HAFB,Trail Mix,10,0
2233,8/24/2023,Housing,Makeup remover,161,0
2234,8/27/2023,Anonymous donor,ABC Soup,1,0
2235,8/27/2023,Anonymous donor,Applesauce jar,2,0
2236,8/27/2023,Anonymous donor,Boxed Rice,2,0
2237,8/27/2023,Anonymous donor,Burger and Vegetable Soup,4,0
2238,8/27/2023,Anonymous donor,Canned Applesauce,1,0
2239,8/27/2023,Anonymous donor,Canned Oranges,2,0
2240,8/27/2023,Anonymous donor,Cereal (ind),1,0
2241,8/27/2023,Anonymous donor,Cheese Crackers,2,0
2242,8/27/2023,Anonymous donor,Chef Boyardee Variety Pack,38,0
2243,8/27/2023,Anonymous donor,Chicken and Stars,16,0
2244,8/27/2023,Anonymous donor,Collard Greens,11,0
2245,8/27/2023,Anonymous donor,Conditioner (leave in),2,0
2246,8/27/2023,Anonymous donor,Contact Solution,4,0
2247,8/27/2023,Anonymous donor,Cream Corn,30,0
2248,8/27/2023,Anonymous donor,Dividers,17,0
2249,8/27/2023,Anonymous donor,Dryer sheet,2,0
2250,8/27/2023,Anonymous donor,Gumbo,1,0
2251,8/27/2023,Anonymous donor,Hand Soap,4,0
2252,8/27/2023,Anonymous donor,Hominy,2,0
2253,8/27/2023,Anonymous donor,Jalapeno Peppers,1,0
2254,8/27/2023,Anonymous donor,Large Bag of Chips,24,0
2255,8/27/2023,Anonymous donor,"Laundry Detergent, Softener, Scent Booster",51,0
2256,8/27/2023,Anonymous donor,Tamales,1,0
2257,8/27/2023,Anonymous donor,Toothbrush and Toothpaste Pack,14,0
2258,8/27/2023,Anonymous donor,Vegetable Soup,1,0
2259,8/31/2023,NPHC,Bar Soap,15,0
2260,8/31/2023,NPHC,Beefaroni,2,0
2261,8/31/2023,NPHC,Black-Eyed Peas,1,0
2262,8/31/2023,NPHC,Bodywash,8,0
2263,8/31/2023,NPHC,Brush/comb,4,0
2264,8/31/2023,NPHC,Chapstick,4,0
2265,8/31/2023,NPHC,Chicken Noodle Soup,3,0
2266,8/31/2023,NPHC,Cleaning supplies,1,0
2267,8/31/2023,NPHC,Conditioner,2,0
2268,8/31/2023,NPHC,Corn,2,0
2269,8/31/2023,NPHC,Dental Floss,2,0
2270,8/31/2023,NPHC,Deodorant,23,0
2271,8/31/2023,NPHC,Face tissue,1,0
2272,8/31/2023,NPHC,Feminine Products (Pads),48,0
2273,8/31/2023,NPHC,Feminine Products (Tampons),57,0
2274,8/31/2023,NPHC,Green Beans,1,0
2275,8/31/2023,NPHC,Hand sanitizer,1,0
2276,8/31/2023,NPHC,Hand wipes,2,0
2277,8/31/2023,NPHC,Loofah,3,0
2278,8/31/2023,NPHC,Lotion,12,0
2279,8/31/2023,NPHC,Makeup remover,1,0
2280,8/31/2023,NPHC,Mouthwash,6,0
2281,8/31/2023,NPHC,Peaches,1,0
2282,8/31/2023,NPHC,Peas,1,0
2283,8/31/2023,NPHC,Shaving Cream / Gel,1,0
2284,8/31/2023,NPHC,Shaving Razor,24,0
2285,8/31/2023,NPHC,Sheet mask,1,0
2286,8/31/2023,NPHC,Spaghetti Rings Pasta,2,0
2287,8/31/2023,NPHC,Toothbrushes,26,0
2288,8/31/2023,NPHC,Toothpaste,15,0
2289,9/1/2023,Anonymous donor,Binders,10,0
2290,9/1/2023,Anonymous donor,Bodywash,32,0
2291,9/1/2023,Anonymous donor,Cereal,16,0
2292,9/1/2023,Anonymous donor,Contact Solution,4,0
2293,9/1/2023,Anonymous donor,Deodorant,17,0
2294,9/1/2023,Anonymous donor,Dish Soap,3,0
2295,9/1/2023,Anonymous donor,Feminine Products (Pads),58,0
2296,9/1/2023,Anonymous donor,Feminine Products (Tampons),39,0
2297,9/1/2023,Anonymous donor,Grits (ind),66,0
2298,9/1/2023,Anonymous donor,Hand Soap,3,0
2299,9/1/2023,Anonymous donor,Highlighters,5,0
2300,9/1/2023,Anonymous donor,Notebooks,4,0
2301,9/1/2023,Anonymous donor,Pencils,161,0
2302,9/1/2023,Anonymous donor,Pens,298,0
2303,9/1/2023,Anonymous donor,Sticky notes,11,0
2304,9/1/2023,Anonymous donor,Tomato Soup,3,0
2305,9/1/2023,Anonymous donor,Toothpaste,3,0
2306,9/1/2023,Anonymous donor,Vegetable and Beef Soup,3,0
2307,9/1/2023,Anonymous donor,Water,24,0
2308,9/1/2023,HAFB,Beefaroni,204,0
2309,9/1/2023,HAFB,Bodywash,5,0
2310,9/1/2023,HAFB,Cereal,224,0
2311,9/1/2023,HAFB,Chef Boyardee Variety Pack,18,0
2312,9/1/2023,HAFB,Chicken Noodle Soup,42,0
2313,9/1/2023,HAFB,Dental Floss,216,0
2314,9/1/2023,HAFB,Feminine Products (Pads),9,0
2315,9/1/2023,HAFB,Large Bag of Chips,126,0
2316,9/1/2023,HAFB,"Laundry Detergent, Softener, Scent Booster",75,0
2317,9/1/2023,HAFB,Ravioli,2,0
2318,9/1/2023,HAFB,Toothbrushes,228,0
2319,9/1/2023,HAFB,Trail Mix,98,0
2320,9/1/2023,HAFB,Water,408,0
2321,9/5/2023,Anonymous donor,Jelly,24,0
2322,9/5/2023,Anonymous donor,"Laundry Detergent, Softener, Scent Booster",4,0
2323,9/5/2023,Anonymous donor,Milk,6,0
2324,9/5/2023,Anonymous donor,Nutri Grain Bars,48,0
2325,9/5/2023,Anonymous donor,Pho,4,0
2326,9/5/2023,Anonymous donor,Ravioli,12,0
2327,9/5/2023,Anonymous donor,Seasonings,30,0
2328,9/6/2023,Anonymous donor,Boxed Rice,1,0
2329,9/6/2023,Anonymous donor,Conditioner,2,0
2330,9/6/2023,Anonymous donor,Green Beans,2,0
2331,9/6/2023,Anonymous donor,Hamburger Helper/Boxed Dinners,1,0
2332,9/6/2023,Anonymous donor,Mac and Cheese,10,0
2333,9/6/2023,Anonymous donor,Notebooks,26,0
2334,9/6/2023,Anonymous donor,Rice,2,0
2335,9/6/2023,Anonymous donor,Shampoo,3,0
2336,9/6/2023,Anonymous donor,Toothbrushes,2,0
2337,9/6/2023,Anonymous donor,Toothpaste,3,0
2338,9/8/2023,Anonymous donor,Jelly,9,0
2339,9/11/2023,Anonymous donor,Ramen,24,0
2340,9/13/2023,Anonymous donor,Backpack,3,0
2341,9/13/2023,Anonymous donor,Notebooks,2,0
2342,9/13/2023,Anonymous donor,Pens,18,0
2343,9/13/2023,Anonymous donor,Rice,2,0
2344,9/13/2023,Anonymous donor,Toothbrush and Toothpaste Pack,1,0
2345,9/21/2023,HAFB,Juice,16,0
2346,9/21/2023,HAFB,Peanut Butter,588,0
2347,9/21/2023,HAFB,Ramen,600,0
2348,9/21/2023,HAFB,Rice,588,0
2349,9/21/2023,HAFB,Sparkling Water,240,0
2350,9/29/2023,sorority,Bean with Bacon Soup,3,0
2351,9/29/2023,sorority,Bodywash,2,0
2352,9/29/2023,sorority,Hand Soap,1,0
2353,9/29/2023,sorority,Shampoo,3,0
2354,9/29/2023,sorority,Toilet Paper,12,0
2355,9/29/2023,sorority,Toothpaste,2,0
2356,10/3/2023,Anonymous donor,Feminine Products (Pads),22,0
2357,10/3/2023,sorority,Baked Beans,1,0
2358,10/3/2023,sorority,Black Beans,1,0
2359,10/3/2023,sorority,Black-Eyed Peas,1,0
2360,10/3/2023,sorority,Deodorant,2,0
2361,10/3/2023,sorority,Feminine Products (Pads),6,0
2362,10/3/2023,sorority,Peas,1,0
2363,10/3/2023,sorority,Red Beans,2,0
2364,10/3/2023,sorority,Tea,1,0
2365,10/3/2023,sorority,Toothbrushes,1,0
2366,10/4/2023,Housing,Toilet Paper,3,0
2367,10/6/2023,Campus Kitchens,Campus Kitchens Meals,86,0
2368,10/6/2023,Homecoming Philanthropy,Almond Bark,1,0
2369,10/6/2023,Homecoming Philanthropy,Applesauce (ind),404,0
2370,10/6/2023,Homecoming Philanthropy,Baked Beans,4,0
2371,10/6/2023,Homecoming Philanthropy,Bar Soap,24,0
2372,10/6/2023,Homecoming Philanthropy,Black Beans,18,0
2373,10/6/2023,Homecoming Philanthropy,Bodywash,28,0
2374,10/6/2023,Homecoming Philanthropy,Boxed Pasta,12,0
2375,10/6/2023,Homecoming Philanthropy,Boxed Rice,1,0
2376,10/6/2023,Homecoming Philanthropy,Broccoli and Cheese,3,0
2377,10/6/2023,Homecoming Philanthropy,Cake Mix,1,0
2378,10/6/2023,Homecoming Philanthropy,Cannellini Beans,12,0
2379,10/6/2023,Homecoming Philanthropy,Carrots,9,0
2380,10/6/2023,Homecoming Philanthropy,Cereal,139,0
2381,10/6/2023,Homecoming Philanthropy,Cheese Crackers,118,0
2382,10/6/2023,Homecoming Philanthropy,Chicken and rice soup,5,0
2383,10/6/2023,Homecoming Philanthropy,Chicken broth,1,0
2384,10/6/2023,Homecoming Philanthropy,Chicken Noodle Soup,18,0
2385,10/6/2023,Homecoming Philanthropy,Chicken Stock,1,0
2386,10/6/2023,Homecoming Philanthropy,Chili Beans,5,0
2387,10/6/2023,Homecoming Philanthropy,Chips/Crackers,75,0
2388,10/6/2023,Homecoming Philanthropy,Chowder,2,0
2389,10/6/2023,Homecoming Philanthropy,Chunk Chicken Breast,65,0
2390,10/6/2023,Homecoming Philanthropy,Coffee,2,0
2391,10/6/2023,Homecoming Philanthropy,Conditioner,19,0
2392,10/6/2023,Homecoming Philanthropy,Corn,91,0
2393,10/6/2023,Homecoming Philanthropy,Cornbread & Muffin Mix,1,0
2394,10/6/2023,Homecoming Philanthropy,Cream Corn,21,0
2395,10/6/2023,Homecoming Philanthropy,Cream of Chicken,11,0
2396,10/6/2023,Homecoming Philanthropy,Cream of Mushroom,11,0
2397,10/6/2023,Homecoming Philanthropy,Dark Red Kidney Beans,13,0
2398,10/6/2023,Homecoming Philanthropy,Dental Floss,4,0
2399,10/6/2023,Homecoming Philanthropy,Deodorant,58,0
2400,10/6/2023,Homecoming Philanthropy,Diced Tomatoes,2,0
2401,10/6/2023,Homecoming Philanthropy,Dish Soap,2,0
2402,10/6/2023,Homecoming Philanthropy,Feminine Products (Pads),46,0
2403,10/6/2023,Homecoming Philanthropy,Feminine Products (Tampons),15,0
2404,10/6/2023,Homecoming Philanthropy,Fruit,4,0
2405,10/6/2023,Homecoming Philanthropy,Fruit / Cereal / Breakfast Bar,590,0
2406,10/6/2023,Homecoming Philanthropy,Fruit Cocktail,7,0
2407,10/6/2023,Homecoming Philanthropy,Fruit cup,9,0
2408,10/6/2023,Homecoming Philanthropy,Garbanzo Beans,23,0
2409,10/6/2023,Homecoming Philanthropy,Granola / Snack Bars,40,0
2410,10/6/2023,Homecoming Philanthropy,Green Beans,80,0
2411,10/6/2023,Homecoming Philanthropy,Grits (ind),10,0
2412,10/6/2023,Homecoming Philanthropy,Hamburger Helper/Boxed Dinners,23,0
2413,10/6/2023,Homecoming Philanthropy,Hand sanitizer,3,0
2414,10/6/2023,Homecoming Philanthropy,Hand Soap,17,0
2415,10/6/2023,Homecoming Philanthropy,Hearts of Palm,1,0
2416,10/6/2023,Homecoming Philanthropy,"Laundry Detergent, Softener, Scent Booster",1,0
2417,10/6/2023,Homecoming Philanthropy,Mac and Cheese,116,0
2418,10/6/2023,Homecoming Philanthropy,Manicure Kit,1,0
2419,10/6/2023,Homecoming Philanthropy,Mixed Vegetables,9,0
2420,10/6/2023,Homecoming Philanthropy,Mouthwash,3,0
2421,10/6/2023,Homecoming Philanthropy,Navy Beans,27,0
2422,10/6/2023,Homecoming Philanthropy,Northern Beans,1,0
2423,10/6/2023,Homecoming Philanthropy,Nutri Grain Bars,8,0
2424,10/6/2023,Homecoming Philanthropy,Oatmeal,80,0
2425,10/6/2023,Homecoming Philanthropy,Oil,4,0
2426,10/6/2023,Homecoming Philanthropy,Paper towels,21,0
2427,10/6/2023,Homecoming Philanthropy,Pasta Sauce,10,0
2428,10/6/2023,Homecoming Philanthropy,Peanut Butter Crackers,390,0
2429,10/6/2023,Homecoming Philanthropy,Peas,29,0
2430,10/6/2023,Homecoming Philanthropy,Pickles,4,0
2431,10/6/2023,Homecoming Philanthropy,Pinto Beans,3,0
2432,10/6/2023,Homecoming Philanthropy,Popcorn,27,0
2433,10/6/2023,Homecoming Philanthropy,Pork and Beans,15,0
2434,10/6/2023,Homecoming Philanthropy,Ramen,16,0
2435,10/6/2023,Homecoming Philanthropy,Red Beans,35,0
2436,10/6/2023,Homecoming Philanthropy,Refried Beans,1,0
2437,10/6/2023,Homecoming Philanthropy,Rice,50,0
2438,10/6/2023,Homecoming Philanthropy,Salt,15,0
2439,10/6/2023,Homecoming Philanthropy,Santa Fe style chicken soup,1,0
2440,10/6/2023,Homecoming Philanthropy,Seasonings,65,0
2441,10/6/2023,Homecoming Philanthropy,Shampoo,25,0
2442,10/6/2023,Homecoming Philanthropy,Shaving Razor,3,0
2443,10/6/2023,Homecoming Philanthropy,Spaghetti Meatballs,10,0
2444,10/6/2023,Homecoming Philanthropy,Spaghetti Noodles,8,0
2445,10/6/2023,Homecoming Philanthropy,Spaghetti Rings Pasta,13,0
2446,10/6/2023,Homecoming Philanthropy,Spinach,1,0
2447,10/6/2023,Homecoming Philanthropy,Sugar,6,0
2448,10/6/2023,Homecoming Philanthropy,Tea,2,0
2449,10/6/2023,Homecoming Philanthropy,Toilet Paper,51,0
2450,10/6/2023,Homecoming Philanthropy,Tomato Soup,11,0
2451,10/6/2023,Homecoming Philanthropy,Toothbrush and Toothpaste Pack,5,0
2452,10/6/2023,Homecoming Philanthropy,Toothbrushes,8,0
2453,10/6/2023,Homecoming Philanthropy,Toothpaste,46,0
2454,10/6/2023,Homecoming Philanthropy,Tuna,170,0
2455,10/6/2023,Homecoming Philanthropy,Washcloth,8,0
2456,10/6/2023,Homecoming Philanthropy,Water,213,0
2457,10/13/2023,Anonymous donor,Cereal (ind),10,0
2458,10/13/2023,Anonymous donor,"Laundry Detergent, Softener, Scent Booster",29,0
2459,10/13/2023,Anonymous donor,Milk,3,0
2460,10/13/2023,Anonymous donor,Oatmeal,44,0
2461,10/13/2023,Anonymous donor,PopTarts,3,0
2462,10/13/2023,Anonymous donor,Pork and Beans,4,0
2463,10/13/2023,Anonymous donor,Ravioli,4,0
2464,10/13/2023,Anonymous donor,Socks,4,0
2465,10/13/2023,Anonymous donor,Spaghetti Noodles,4,0
2466,10/13/2023,Anonymous donor,Tomato Sauce,8,0
2467,10/16/2023,International Office,Can Openers,3,0
2468,10/17/2023,International Office,Can Openers,1,0
2469,10/17/2023,International Office,Measuring cups/spoons,1,0
2470,10/18/2023,HAFB,Cereal (ind),288,0
2471,10/18/2023,HAFB,Juice,72,0
2472,10/18/2023,HAFB,Peanut Butter,528,0
2473,10/18/2023,HAFB,Ramen,600,0
2474,10/18/2023,HAFB,Rice,600,0
2475,10/20/2023,Anonymous donor,Bodywash,4,0
