S.n,Visit Date,Consumer ID,Student Name,Item Taken,Quantity Taken
2103,3/18/2023,C023,N/A,Scalloped Potatoes,9
2104,3/18/2023,C055,N/A,Chili with no beans,10
2105,3/18/2023,C124,N/A,Spaghetti Rings Pasta,5
2106,3/19/2023,C026,N/A,Chips/Crackers,8
2107,3/19/2023,C075,N/A,Boxed Rice,13
2108,3/19/2023,C091,N/A,Brush/comb,10
2109,3/19/2023,C107,N/A,Boxed Rice,6
2110,3/19/2023,C130,N/A,Scalloped Potatoes,3
2111,3/21/2023,C020,N/A,Alfredo,11
2112,3/21/2023,C094,N/A,Toilet Paper,3
2113,3/21/2023,C101,N/A,Bread Crumbs,15
2114,3/22/2023,C021,N/A,Pastry,1
2115,3/22/2023,C095,N/A,Spaghetti Noodles,10
2116,3/22/2023,C118,N/A,Beets,6
2117,3/23/2023,C008,N/A,Peas,7
2118,3/23/2023,C033,N/A,Pumpkin,3
2119,3/23/2023,C033,N/A,Spinach,11
2120,3/23/2023,C064,N/A,Spam,4
2121,3/23/2023,C067,N/A,Laundry Detergent,7
2122,3/23/2023,C116,N/A,Feminine Products (Tampons),1
2123,3/23/2023,C123,N/A,Chili Beans,7
2124,3/23/2023,C145,N/A,Salmon,2
2125,3/24/2023,C082,N/A,Stuffing Mix,7
2126,3/24/2023,C114,N/A,Corn Syrup,15
2127,3/24/2023,C141,N/A,Stuffing Mix,15
2128,3/25/2023,C009,N/A,Cake,3
2129,3/26/2023,C037,N/A,Cereal,8
2130,3/26/2023,C068,N/A,Index Cards,7
2131,3/26/2023,C071,N/A,Cornbread & Muffin Mix,3
2132,3/26/2023,C111,N/A,French onion soup,8
2133,3/26/2023,C123,N/A,Canned Oranges,11
2134,3/26/2023,C138,N/A,Face tissue,4
2135,3/27/2023,C002,N/A,Expanding File,9
2136,3/27/2023,C023,N/A,Nutri Grain Bars,10
2137,3/27/2023,C033,N/A,Testing Material/Blue Book/Scantron,1
2138,3/27/2023,C049,N/A,Black Beans,15
2139,3/27/2023,C058,N/A,,9
2140,3/27/2023,C074,N/A,Laundry Detergent,5
2141,3/28/2023,C104,N/A,Beans and Rice,12
2142,3/28/2023,C120,N/A,Boxed Rice,5
2143,3/28/2023,C123,N/A,Corn Syrup,14
2144,3/28/2023,C128,N/A,Syrup,5
2145,3/29/2023,C008,N/A,Mayo,1
2146,3/29/2023,C011,N/A,Cream of Potato,12
2147,3/29/2023,C069,N/A,Toothpaste,6
2148,3/29/2023,C079,N/A,Erasers,5
2149,3/29/2023,C107,N/A,Tortilla Soup,2
2150,3/29/2023,C119,N/A,Backpack,9
2151,3/30/2023,C080,N/A,Cream of Potato,8
2152,3/30/2023,C080,N/A,Face tissue,14
2153,3/30/2023,C145,N/A,Paper towels,7
2154,3/31/2023,C070,N/A,Potato Soup,3
2155,3/31/2023,C091,N/A,Cream of Celery,9
2156,3/31/2023,C096,N/A,Sheet mask,4
2157,3/31/2023,C104,N/A,Fruit,3
2158,3/31/2023,C113,N/A,Brush/comb,2
2159,3/31/2023,C142,N/A,Pickles,10
2160,3/31/2023,C149,N/A,Chowder,13
2161,4/1/2023,C035,N/A,Pancake and Waffle mix,12
2162,4/1/2023,C060,N/A,Hearts of Palm,2
2163,4/1/2023,C066,N/A,Nasal Spray,4
2164,4/1/2023,C069,N/A,Syrup,8
2165,4/1/2023,C091,N/A,Spam,2
2166,4/1/2023,C128,N/A,Spinach,9
2167,4/1/2023,C149,N/A,Pear Halves,6
2168,4/2/2023,C068,N/A,Granola / Snack Bars,14
2169,4/2/2023,C104,N/A,Rice Roni,5
2170,4/2/2023,C110,N/A,Green Beans,4
2171,4/2/2023,C143,N/A,Mac and Cheese,2
2172,4/3/2023,C047,N/A,Dark Red Kidney Beans,1
2173,4/3/2023,C061,N/A,Brush/comb,2
2174,4/3/2023,C107,N/A,Canned Oranges,1
2175,4/3/2023,C145,N/A,Deodorant,14
2176,4/4/2023,C022,N/A,Socks,1
2177,4/4/2023,C053,N/A,Beef stew,7
2178,4/4/2023,C118,N/A,Pasta,10
2179,4/4/2023,C124,N/A,Cookies,9
2180,4/5/2023,C004,N/A,Black-Eyed Peas,8
2181,4/5/2023,C059,N/A,Ramen,14
2182,4/5/2023,C101,N/A,Pens,8
2183,4/6/2023,C039,N/A,Hand Soap,6
2184,4/6/2023,C046,N/A,Chicken and Sausage,3
2185,4/6/2023,C082,N/A,Nasal Spray,10
2186,4/6/2023,C091,N/A,Gumbo,3
2187,4/6/2023,C107,N/A,Cake Mix,2
2188,4/6/2023,C112,N/A,Chicken and Dumplings,13
2189,4/6/2023,C131,N/A,Corn Muffin,2
2190,4/6/2023,C141,N/A,Sticky notes,7
2191,4/6/2023,C149,N/A,panty liners,7
2192,4/7/2023,C043,N/A,Cranberry Sauce,5
2193,4/7/2023,C052,N/A,Milk,3
2194,4/7/2023,C092,N/A,Bodywash,7
2195,4/7/2023,C096,N/A,Coffee,7
2196,4/8/2023,C025,N/A,Chunk Chicken Breast,4
2197,4/8/2023,C033,N/A,PopTarts,7
2198,4/8/2023,C051,N/A,Tomato Soup,4
2199,4/8/2023,C057,N/A,Tamales,15
2200,4/8/2023,C108,N/A,Gumbo,5
2201,4/8/2023,C121,N/A,Chalk,14
2202,4/8/2023,C146,N/A,Bodywash,15
2203,4/8/2023,C148,N/A,Page-protector,4
2204,4/9/2023,C014,N/A,Northern Beans,11
2205,4/9/2023,C048,N/A,Q-tips,5
2206,4/9/2023,C140,N/A,Vienna Sausages,10
2207,4/10/2023,C066,N/A,Hand sanitizer,5
2208,4/10/2023,C096,N/A,Paper towels,7
2209,4/11/2023,C056,N/A,Dish Soap,9
2210,4/12/2023,C017,N/A,Canned Applesauce,2
2211,4/12/2023,C018,N/A,Miscellaneous Hair Care,6
2212,4/12/2023,C068,N/A,Fruit Cocktail,11
2213,4/12/2023,C082,N/A,Deodorant,1
2214,4/14/2023,C002,N/A,Bread,10
2215,4/14/2023,C004,N/A,Popcorn,6
2216,4/14/2023,C017,N/A,Tomato Sauce,12
2217,4/14/2023,C116,N/A,Bar Soap,1
2218,4/14/2023,C133,N/A,Mashed Potatoes (boxed),13
2219,4/15/2023,C003,N/A,Tide Pods,2
2220,4/15/2023,C045,N/A,Cream of Potato,13
2221,4/15/2023,C049,N/A,Chicken and rice soup,2
2222,4/15/2023,C074,N/A,Antibacterial wipes (skin),4
2223,4/15/2023,C127,N/A,Canned Oranges,7
2224,4/15/2023,C136,N/A,Chunk Chicken Breast,3
2225,4/16/2023,C022,N/A,Sardines,2
2226,4/16/2023,C063,N/A,Cannellini Beans,12
2227,4/16/2023,C069,N/A,Corned Beef,2
2228,4/16/2023,C077,N/A,Oranges,14
2229,4/16/2023,C103,N/A,French onion soup,6
2230,4/16/2023,C139,N/A,Misc.,10
2231,4/16/2023,C150,N/A,Asparagus,6
2232,4/17/2023,C061,N/A,Bread Crumbs,2
2233,4/17/2023,C068,N/A,Toothbrush and Toothpaste Pack,6
2234,4/17/2023,C094,N/A,Dental Floss,13
2235,4/17/2023,C097,N/A,Feminine Products (Pads),12
2236,4/17/2023,C141,N/A,Erasers,14
2237,4/18/2023,C099,N/A,Beef stew,8
2238,4/19/2023,C056,N/A,Granola Bars,7
2239,4/19/2023,C066,N/A,makeup wipes,10
2240,4/19/2023,C115,N/A,Cream of Celery,11
2241,4/19/2023,C137,N/A,Chunk Chicken Breast,13
2242,4/20/2023,C058,N/A,Dark Red Kidney Beans,9
2243,4/20/2023,C098,N/A,Chicken and Stars,2
2244,4/20/2023,C110,N/A,Antibacterial wipes (skin),4
2245,4/20/2023,C112,N/A,Deodorant,4
2246,4/20/2023,C129,N/A,Broccoli and Cheese,12
2247,4/20/2023,C135,N/A,Chef Boyardee Variety Pack,5
2248,4/21/2023,C032,N/A,Softener,7
2249,4/21/2023,C083,N/A,PopTarts,15
2250,4/22/2023,C016,N/A,Beefaroni,1
2251,4/22/2023,C021,N/A,Canned Applesauce,14
2252,4/22/2023,C037,N/A,Seasonings,14
2253,4/22/2023,C103,N/A,Cake,4
2254,4/22/2023,C114,N/A,Canned Potatoes,9
2255,4/22/2023,C117,N/A,Index Cards,8
2256,4/22/2023,C133,N/A,Perfume,1
2257,4/22/2023,C141,N/A,Black Beans,7
2258,4/23/2023,C021,N/A,Onion Salad Topping,6
2259,4/23/2023,C036,N/A,Salmon,5
2260,4/23/2023,C054,N/A,Chili with Beans,14
2261,4/23/2023,C084,N/A,Lima Beans,8
2262,4/23/2023,C127,N/A,Pinto Beans,10
2263,4/23/2023,C140,N/A,Diced Tomatoes,5
2264,4/24/2023,C012,N/A,Grits (can/package),8
2265,4/24/2023,C051,N/A,Fruit / Cereal / Breakfast Bar,7
2266,4/24/2023,C070,N/A,Boxed Pasta,9
2267,4/24/2023,C108,N/A,Bread,9
2268,4/24/2023,C109,N/A,Little Debbie’s,1
2269,4/25/2023,C040,N/A,Erasers,4
2270,4/25/2023,C057,N/A,Potato Soup,4
2271,4/25/2023,C067,N/A,Pastry,4
2272,4/25/2023,C150,N/A,Face tissue,14
2273,4/26/2023,C037,N/A,Butter Beans,11
2274,4/26/2023,C097,N/A,Boxed Pasta,3
2275,4/26/2023,C133,N/A,Chef Boyardee Variety Pack,12
2276,4/27/2023,C013,N/A,Salmon,11
2277,4/27/2023,C052,N/A,Beets,1
2278,4/27/2023,C096,N/A,Dip,15
2279,4/27/2023,C113,N/A,Yams,3
2280,4/28/2023,C049,N/A,Can Openers,2
2281,4/28/2023,C078,N/A,Chowder,6
2282,4/28/2023,C102,N/A,Cream of Mushroom,1
2283,4/29/2023,C004,N/A,Chicken Noodle Soup,14
2284,4/29/2023,C014,N/A,Almond Bark,2
2285,4/29/2023,C073,N/A,Cream of Celery,7
2286,4/30/2023,C034,N/A,Cream of Potato,6
2287,4/30/2023,C079,N/A,Triple Succotash,3
2288,5/1/2023,C007,N/A,Light Red Kidney Beans,2
2289,5/1/2023,C014,N/A,"Laundry Detergent, Softener, Scent Booster",4
2290,5/1/2023,C036,N/A,Cheese Crackers,5
2291,5/1/2023,C037,N/A,Cornbread & Muffin Mix,14
2292,5/1/2023,C064,N/A,Black Beans,4
2293,5/1/2023,C124,N/A,Sloppy Joe Sauce,14
2294,5/1/2023,C136,N/A,Binders,3
2295,5/2/2023,C017,N/A,Miscellaneous Hair Care,6
2296,5/2/2023,C019,N/A,Laundry Detergent,10
2297,5/2/2023,C055,N/A,Antibacterial wipes (skin),9
2298,5/3/2023,C015,N/A,Boxed Rice,9
2299,5/3/2023,C031,N/A,PopTarts,10
2300,5/3/2023,C066,N/A,Canned Potatoes,2
2301,5/4/2023,C004,N/A,Pasta,6
2302,5/4/2023,C034,N/A,Chalk,3
2303,5/4/2023,C080,N/A,Parmesan Cheese,9
2304,5/4/2023,C118,N/A,Cheese Crackers,8
2305,5/4/2023,C135,N/A,Shaving Razor,8
2306,5/5/2023,C029,N/A,Tomato Sauce,2
2307,5/5/2023,C088,N/A,Scent Booster,1
2308,5/5/2023,C107,N/A,Navy Beans,6
2309,5/5/2023,C118,N/A,Peas,6
2310,5/6/2023,C014,N/A,Rice,1
2311,5/6/2023,C058,N/A,Page-protector,6
2312,5/6/2023,C065,N/A,Dryer sheet,10
2313,5/6/2023,C080,N/A,Onion,13
2314,5/6/2023,C082,N/A,Northern Beans,10
2315,5/7/2023,C040,N/A,Lasagna,10
2316,5/7/2023,C068,N/A,Granola / Snack Bars,4
2317,5/7/2023,C138,N/A,Shampoo,6
2318,5/7/2023,C148,N/A,Pasta in Tomato and Cheese Sauce,10
2319,5/8/2023,C022,N/A,Sardines,4
2320,5/8/2023,C023,N/A,Asparagus,13
2321,5/8/2023,C091,N/A,Spaghetti Meatballs,8
2322,5/8/2023,C114,N/A,Corn Syrup,15
2323,5/8/2023,C116,N/A,Yams,12
2324,5/9/2023,C050,N/A,Tuna,6
2325,5/9/2023,C088,N/A,Corned Beef,4
2326,5/9/2023,C102,N/A,Little Debbie’s,3
2327,5/9/2023,C113,N/A,Okra,10
2328,5/10/2023,C024,N/A,Dish Soap,13
2329,5/10/2023,C096,N/A,Hand sanitizer,13
2330,5/11/2023,C045,N/A,Misc.,2
2331,5/11/2023,C061,N/A,Mixed Vegetables,2
2332,5/11/2023,C086,N/A,Mushrooms,12
2333,5/11/2023,C088,N/A,Air Freshener,7
2334,5/12/2023,C018,N/A,Olives,5
2335,5/12/2023,C020,N/A,Conditioner (leave in),10
2336,5/12/2023,C083,N/A,Light Red Kidney Beans,8
2337,5/12/2023,C131,N/A,Dental Floss,4
2338,5/13/2023,C005,N/A,Chicken and rice soup,3
2339,5/13/2023,C035,N/A,Almond Bark,9
2340,5/13/2023,C071,N/A,Asparagus,6
2341,5/13/2023,C115,N/A,Spaghetti Sauce,10
2342,5/13/2023,C126,N/A,makeup wipes,11
2343,5/14/2023,C007,N/A,Boiled Peanuts,13
2344,5/14/2023,C009,N/A,Face cleanser,4
2345,5/14/2023,C018,N/A,Conditioner,11
2346,5/14/2023,C045,N/A,Antibacterial wipes (skin),3
2347,5/14/2023,C071,N/A,Leafy Greens,9
2348,5/14/2023,C083,N/A,Face tissue,3
2349,5/14/2023,C101,N/A,Chicken Noodle Soup,5
2350,5/14/2023,C149,N/A,Chicken and Dumplings,11
2351,5/15/2023,C008,N/A,Beans and Rice,6
2352,5/15/2023,C029,N/A,Feminine Products (Pads),7
2353,5/15/2023,C033,N/A,Deodorant,3
2354,5/15/2023,C068,N/A,Oranges,15
2355,5/15/2023,C081,N/A,Large Bag of Chips,11
2356,5/15/2023,C088,N/A,panty liners,14
2357,5/16/2023,C016,N/A,Carrots,12
2358,5/16/2023,C039,N/A,Spam,9
2359,5/16/2023,C064,N/A,Cream of Celery,7
2360,5/16/2023,C089,N/A,,15
2361,5/16/2023,C091,N/A,Sweet peas,6
2362,5/16/2023,C142,N/A,Chicken and Dumplings,7
2363,5/16/2023,C147,N/A,Chicken Noodle Soup,2
2364,5/17/2023,C011,N/A,Baked Beans,10
2365,5/17/2023,C056,N/A,Perfume,14
2366,5/17/2023,C084,N/A,Mushrooms,5
2367,5/17/2023,C096,N/A,Tamales,2
2368,5/17/2023,C105,N/A,PopTarts,13
2369,5/18/2023,C035,N/A,Pancake and Waffle mix,8
2370,5/18/2023,C087,N/A,Chapstick,11
2371,5/18/2023,C109,N/A,Cream of Potato,5
2372,5/18/2023,C129,N/A,Contact Solution,4
2373,5/19/2023,C033,N/A,Beets,14
2374,5/19/2023,C087,N/A,Pretzels,6
2375,5/19/2023,C099,N/A,Pear Halves,3
2376,5/19/2023,C103,N/A,Sweet peas,2
2377,5/19/2023,C114,N/A,Oil,6
2378,5/19/2023,C116,N/A,Fruit,9
2379,5/19/2023,C123,N/A,Chowder,6
2380,5/19/2023,C127,N/A,Mixed Vegetables,11
2381,5/19/2023,C141,N/A,Peaches,6
2382,5/20/2023,C008,N/A,Tuna,5
2383,5/20/2023,C028,N/A,Paper,2
2384,5/20/2023,C057,N/A,Granola / Snack Bars,4
2385,5/20/2023,C063,N/A,Mayo,9
2386,5/20/2023,C082,N/A,Grits (ind),3
2387,5/20/2023,C092,N/A,Conditioner (leave in),4
2388,5/20/2023,C093,N/A,Hand Soap,8
2389,5/20/2023,C099,N/A,Pastry,1
2390,5/20/2023,C113,N/A,Navy Beans,9
2391,5/21/2023,C083,N/A,Permanent marker,13
2392,5/21/2023,C120,N/A,Chicken and Dumplings,2
2393,5/21/2023,C148,N/A,Nuts,1
2394,5/22/2023,C035,N/A,Fruit / Cereal / Breakfast Bar,5
2395,5/22/2023,C050,N/A,Black-Eyed Peas,4
2396,5/22/2023,C060,N/A,Pickles,8
2397,5/22/2023,C111,N/A,Brush/comb,13
2398,5/22/2023,C141,N/A,Large Bag of Chips,1
2399,5/22/2023,C144,N/A,Pinto Beans,6
2400,5/23/2023,C006,N/A,Ramen,8
2401,5/23/2023,C047,N/A,Tamales,8
2402,5/23/2023,C065,N/A,Beefaroni,2
2403,5/23/2023,C138,N/A,Cornbread & Muffin Mix,10
2404,5/24/2023,C021,N/A,Fruit cup,15
2405,5/24/2023,C026,N/A,Pasta in Tomato and Cheese Sauce,15
2406,5/24/2023,C032,N/A,Laundry Detergent,1
2407,5/24/2023,C035,N/A,Juice,9
2408,5/24/2023,C049,N/A,Mac and Cheese,15
2409,5/24/2023,C084,N/A,Deodorant,6
2410,5/24/2023,C101,N/A,Oil,14
2411,5/24/2023,C121,N/A,Mouthwash,12
2412,5/25/2023,C014,N/A,Canned Oranges,1
2413,5/25/2023,C015,N/A,Miscellaneous Hair Care,12
2414,5/25/2023,C055,N/A,Campus Kitchens Meals,14
2415,5/25/2023,C084,N/A,Expanding File,12
2416,5/25/2023,C100,N/A,Cereal (ind),3
2417,5/25/2023,C122,N/A,Navy Beans,8
2418,5/25/2023,C127,N/A,Mayo,6
2419,5/26/2023,C045,N/A,Canned Oranges,2
2420,5/26/2023,C048,N/A,Chapstick,6
2421,5/26/2023,C080,N/A,Pasta Sauce,5
2422,5/26/2023,C118,N/A,Spam,9
2423,5/27/2023,C043,N/A,Sheet mask,3
2424,5/27/2023,C067,N/A,Face cleanser,13
2425,5/27/2023,C107,N/A,Pencils,12
2426,5/28/2023,C002,N/A,Facial Product,3
2427,5/28/2023,C028,N/A,,8
2428,5/28/2023,C040,N/A,Chips/Crackers,8
2429,5/28/2023,C074,N/A,Tomato Soup,15
2430,5/28/2023,C078,N/A,Canned Applesauce,9
2431,5/28/2023,C122,N/A,Water,1
2432,5/28/2023,C124,N/A,Testing Material/Blue Book/Scantron,8
2433,5/29/2023,C013,N/A,Chicken broth,14
2434,5/29/2023,C034,N/A,Refried Beans,2
2435,5/29/2023,C066,N/A,Squash with Onions,8
2436,5/29/2023,C088,N/A,Nail Polish,11
2437,5/29/2023,C133,N/A,panty liners,3
2438,5/30/2023,C079,N/A,Peaches,4
2439,5/30/2023,C087,N/A,Canned Beans,13
2440,5/30/2023,C132,N/A,Little Debbie’s,3
2441,5/30/2023,C145,N/A,Milk,8
2442,5/30/2023,C149,N/A,Tortilla Soup,7
2443,5/31/2023,C012,N/A,Peanut Butter Crackers,7
2444,5/31/2023,C028,N/A,Chapstick,7
2445,5/31/2023,C055,N/A,Applesauce jar,1
2446,5/31/2023,C060,N/A,Garbanzo Beans,6
2447,5/31/2023,C080,N/A,Mouse,7
2448,5/31/2023,C095,N/A,Cake Mix,5
2449,5/31/2023,C118,N/A,Canned Vegetables,6
2450,6/1/2023,C031,N/A,Butter Beans,11
2451,6/1/2023,C047,N/A,Feminine Products (Tampons),4
2452,6/1/2023,C086,N/A,Binders,15
2453,6/1/2023,C117,N/A,Juice Boxes,6
2454,6/1/2023,C119,N/A,Beefaroni,7
2455,6/1/2023,C139,N/A,Leafy Greens,4
2456,6/2/2023,C015,N/A,Socks,8
2457,6/2/2023,C065,N/A,Bread,8
2458,6/2/2023,C084,N/A,Chili with no beans,1
2459,6/2/2023,C108,N/A,Light Red Kidney Beans,4
2460,6/2/2023,C116,N/A,Canned Beans,1
2461,6/4/2023,C024,N/A,Backpack,3
2462,6/4/2023,C036,N/A,Granola / Snack Bars,2
2463,6/4/2023,C040,N/A,Face tissue,8
2464,6/4/2023,C056,N/A,Pear Halves,6
2465,6/4/2023,C060,N/A,Grits (can/package),14
2466,6/4/2023,C078,N/A,French onion soup,10
2467,6/4/2023,C091,N/A,Cream of Chicken,13
2468,6/4/2023,C099,N/A,Burger and Vegetable Soup,10
2469,6/4/2023,C113,N/A,Expanding File,5
2470,6/4/2023,C142,N/A,Black Beans,8
2471,6/5/2023,C013,N/A,Miscellaneous Hair Care,13
2472,6/5/2023,C033,N/A,Yams,6
2473,6/5/2023,C055,N/A,Pinto Beans,3
2474,6/5/2023,C078,N/A,Chili with Beans,10
2475,6/5/2023,C121,N/A,Tomato Sauce,2
2476,6/5/2023,C141,N/A,Spaghetti Sauce,9
2477,6/5/2023,C143,N/A,Red Beans,4
2478,6/5/2023,C145,N/A,Cleaning supplies,10
2479,6/6/2023,C058,N/A,Rice,2
2480,6/6/2023,C109,N/A,Toilet Paper,6
2481,6/6/2023,C111,N/A,Salt,1
2482,6/7/2023,C046,N/A,Spinach,7
2483,6/7/2023,C139,N/A,Canned Vegetables,5
2484,6/7/2023,C144,N/A,Lotion,6
2485,6/8/2023,C031,N/A,Testing Material/Blue Book/Scantron,5
2486,6/8/2023,C069,N/A,Rice,11
2487,6/8/2023,C136,N/A,Hand wipes,10
2488,6/9/2023,C096,N/A,Boiled Peanuts,9
2489,6/9/2023,C100,N/A,Hominy,14
2490,6/9/2023,C101,N/A,Lotion,5
2491,6/9/2023,C104,N/A,Pasta in Tomato and Cheese Sauce,3
2492,6/9/2023,C141,N/A,Pretzels,3
2493,6/10/2023,C020,N/A,Chili Beans,5
2494,6/10/2023,C033,N/A,makeup wipes,7
2495,6/10/2023,C083,N/A,Notebooks,10
2496,6/10/2023,C086,N/A,Northern Beans,14
2497,6/10/2023,C113,N/A,Milk,1
2498,6/11/2023,C010,N/A,Hand wipes,5
2499,6/11/2023,C056,N/A,Pastry,10
2500,6/11/2023,C077,N/A,Softener,12
2501,6/11/2023,C147,N/A,Cleaning supplies,9
2502,6/12/2023,C008,N/A,Mouse,11
2503,6/12/2023,C029,N/A,Treat / Candy (individual),5
2504,6/12/2023,C033,N/A,Chili Beans,3
2505,6/12/2023,C036,N/A,Rice,6
2506,6/12/2023,C052,N/A,Sweet Potatoes,3
2507,6/12/2023,C063,N/A,Almond Bark,12
2508,6/12/2023,C067,N/A,Page-protector,9
2509,6/12/2023,C069,N/A,Grits (can/package),12
2510,6/12/2023,C088,N/A,Ramen,15
2511,6/12/2023,C111,N/A,Chicken Stock,2
2512,6/12/2023,C145,N/A,CDS,4
2513,6/12/2023,C149,N/A,Paper towels,4
2514,6/13/2023,C013,N/A,Corn Syrup,9
2515,6/13/2023,C024,N/A,Air Freshener,11
2516,6/13/2023,C099,N/A,Salt,6
2517,6/13/2023,C104,N/A,Deviled Ham,7
2518,6/13/2023,C118,N/A,Sheet mask,5
2519,6/14/2023,C039,N/A,Yams,1
2520,6/14/2023,C040,N/A,Yams,3
2521,6/14/2023,C098,N/A,Almond Bark,14
2522,6/14/2023,C120,N/A,Peanut Butter Crackers,11
2523,6/15/2023,C024,N/A,Fruit,8
2524,6/15/2023,C047,N/A,Measuring cups/spoons,3
2525,6/15/2023,C058,N/A,Soy Sauce,4
2526,6/15/2023,C069,N/A,Paper,8
2527,6/15/2023,C069,N/A,Hamburger Helper/Boxed Dinners,6
2528,6/15/2023,C084,N/A,Popcorn,15
2529,6/16/2023,C004,N/A,Pens,12
2530,6/16/2023,C008,N/A,Bodywash,2
2531,6/16/2023,C010,N/A,Hand sanitizer,6
2532,6/16/2023,C079,N/A,Lotion,9
2533,6/16/2023,C094,N/A,Peas,14
2534,6/16/2023,C103,N/A,Air Freshener,10
2535,6/16/2023,C119,N/A,Brush/comb,1
2536,6/16/2023,C144,N/A,,2
2537,6/17/2023,C010,N/A,Air Freshener,9
2538,6/17/2023,C086,N/A,Beefaroni,8
2539,6/17/2023,C136,N/A,Mouse,6
2540,6/18/2023,C017,N/A,Fruit / Cereal / Breakfast Bar,2
2541,6/18/2023,C017,N/A,Mashed Potatoes (boxed),13
2542,6/18/2023,C022,N/A,Hamburger Helper/Boxed Dinners,7
2543,6/18/2023,C113,N/A,Red Beans,11
2544,6/18/2023,C121,N/A,Miscellaneous Hair Care,10
2545,6/19/2023,C032,N/A,Black-Eyed Peas,10
2546,6/19/2023,C036,N/A,Olives,8
2547,6/19/2023,C106,N/A,Shaving Razor,2
2548,6/19/2023,C123,N/A,Spaghetti Sauce,3
2549,6/19/2023,C132,N/A,Hot Chocolate Mix,8
2550,6/19/2023,C135,N/A,Hearts of Palm,10
2551,6/20/2023,C105,N/A,Spaghetti Sauce,13
2552,6/20/2023,C110,N/A,Pear Halves,2
2553,6/20/2023,C115,N/A,Feminine Products (Pads),7
2554,6/21/2023,C023,N/A,Oranges,7
2555,6/21/2023,C084,N/A,Washcloth,2
2556,6/21/2023,C093,N/A,Pastry,13
2557,6/21/2023,C133,N/A,Nasal Spray,4
2558,6/21/2023,C139,N/A,Mac and Cheese,5
2559,6/21/2023,C143,N/A,Socks,9
2560,6/22/2023,C021,N/A,Boiled Peanuts,2
2561,6/22/2023,C022,N/A,Cream of Celery,5
2562,6/22/2023,C029,N/A,Applesauce (ind),2
2563,6/22/2023,C030,N/A,Page-protector,10
2564,6/22/2023,C030,N/A,Onion Salad Topping,6
2565,6/22/2023,C040,N/A,Pancake and Waffle mix,5
2566,6/22/2023,C071,N/A,Little Debbie’s,1
2567,6/23/2023,C044,N/A,Little Debbie’s,3
2568,6/23/2023,C055,N/A,Air Freshener,1
2569,6/23/2023,C060,N/A,Pancake and Waffle mix,8
2570,6/23/2023,C063,N/A,Soda,7
2571,6/23/2023,C110,N/A,Grits (ind),2
2572,6/24/2023,C033,N/A,Corn,4
2573,6/24/2023,C134,N/A,Corn Muffin,11
2574,6/25/2023,C027,N/A,Hominy,5
2575,6/25/2023,C065,N/A,Garbanzo Beans,9
2576,6/25/2023,C105,N/A,Canned Applesauce,10
2577,6/26/2023,C023,N/A,Sticky notes,1
2578,6/26/2023,C073,N/A,Bean with Bacon Soup,10
2579,6/26/2023,C078,N/A,Water,1
2580,6/26/2023,C104,N/A,Nail Polish,9
2581,6/26/2023,C113,N/A,Little Debbie’s,2
2582,6/26/2023,C132,N/A,Rice,9
2583,6/26/2023,C136,N/A,Misc.,2
2584,6/27/2023,C045,N/A,Red Beans,7
2585,6/27/2023,C056,N/A,Chef Boyardee Variety Pack,4
2586,6/27/2023,C061,N/A,Index Cards,10
2587,6/27/2023,C069,N/A,Binders,2
2588,6/27/2023,C095,N/A,Mashed Potatoes (boxed),6
2589,6/27/2023,C102,N/A,Rice Krispies Treats,7
2590,6/27/2023,C112,N/A,Bread Crumbs,3
2591,6/27/2023,C149,N/A,Chips/Crackers,3
2592,6/28/2023,C030,N/A,Dip,3
2593,6/28/2023,C046,N/A,Little Debbie’s,13
2594,6/28/2023,C100,N/A,Page-protector,8
2595,6/29/2023,C008,N/A,Campus Kitchens Meals,2
2596,6/29/2023,C090,N/A,Alfredo,2
2597,6/29/2023,C104,N/A,Chicken and rice soup,8
2598,6/29/2023,C111,N/A,Chicken broth,1
2599,6/30/2023,C008,N/A,Water,10
2600,6/30/2023,C063,N/A,Chips/Crackers,10
2601,6/30/2023,C081,N/A,Corn Muffin,13
2602,6/30/2023,C090,N/A,Peanut Butter Crackers,7
2603,6/30/2023,C091,N/A,Cranberry Sauce,2
2604,6/30/2023,C134,N/A,Mac and Cheese,15
2605,7/1/2023,C019,N/A,Sweet Potatoes,1
2606,7/1/2023,C023,N/A,Chips/Crackers,1
2607,7/1/2023,C057,N/A,Backpack,8
2608,7/2/2023,C021,N/A,Pinto Beans,9
2609,7/3/2023,C053,N/A,Burger and Vegetable Soup,1
2610,7/3/2023,C062,N/A,cough drops,11
2611,7/3/2023,C074,N/A,Sweet peas,6
2612,7/3/2023,C150,N/A,Toothbrushes,9
2613,7/4/2023,C128,N/A,Spaghetti Noodles,7
2614,7/5/2023,C005,N/A,Lotion,5
2615,7/5/2023,C022,N/A,Boxed Rice,6
2616,7/6/2023,C077,N/A,Antibacterial wipes (skin),10
2617,7/6/2023,C116,N/A,Deviled Ham,7
2618,7/6/2023,C135,N/A,Index Cards,3
2619,7/7/2023,C023,N/A,Manicure Kit,5
2620,7/7/2023,C032,N/A,Okra,4
2621,7/7/2023,C055,N/A,PopTarts,3
2622,7/7/2023,C062,N/A,Fruit,3
2623,7/7/2023,C080,N/A,Chicken and rice soup,1
2624,7/7/2023,C098,N/A,Pinto Beans,8
2625,7/7/2023,C123,N/A,Water,10
